지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
108,서울,2018-01-01,-1.3,,1.4
108,서울,2018-01-02,-1.8,,1.8
108,서울,2018-01-03,-4.7,,2.2
108,서울,2018-01-04,-4.7,,1.4
108,서울,2018-01-05,-3,,1.7
108,서울,2018-01-06,-2.8,,1.5
108,서울,2018-01-07,-.8,,.8
108,서울,2018-01-08,1.3,.9,1.8
108,서울,2018-01-09,-4.2,.5,2.9
108,서울,2018-01-10,-7.5,.3,3
108,서울,2018-01-11,-11.1,,2.8
108,서울,2018-01-12,-10.2,0,1.7
108,서울,2018-01-13,-4.4,.4,.8
108,서울,2018-01-14,.6,,1.2
108,서울,2018-01-15,4.7,.2,1.4
108,서울,2018-01-16,3.5,0,.7
108,서울,2018-01-17,4.5,,1.2
108,서울,2018-01-18,2.1,0,1.9
108,서울,2018-01-19,1,,1.6
108,서울,2018-01-20,2.2,,1.6
108,서울,2018-01-21,.4,,1
108,서울,2018-01-22,.2,3.3,1.5
108,서울,2018-01-23,-11.7,,3.7
108,서울,2018-01-24,-14.2,,3.4
108,서울,2018-01-25,-14,,2.8
108,서울,2018-01-26,-14.8,,2.6
108,서울,2018-01-27,-9.9,,1.4
108,서울,2018-01-28,-6.3,,2.6
108,서울,2018-01-29,-8.5,,2.7
108,서울,2018-01-30,-5.3,2.9,1.3
108,서울,2018-01-31,-2.6,0,1.6
108,서울,2018-02-01,-4,,1.6
108,서울,2018-02-02,-2.4,,1.6
108,서울,2018-02-03,-7.3,.5,3.8
108,서울,2018-02-04,-9.5,,3.1
108,서울,2018-02-05,-9.4,,3
108,서울,2018-02-06,-10.1,,3.1
108,서울,2018-02-07,-8,,1.5
108,서울,2018-02-08,-4.4,,1.2
108,서울,2018-02-09,.4,,1.1
108,서울,2018-02-10,-.5,,3
108,서울,2018-02-11,-6.1,0,2.7
108,서울,2018-02-12,-5.8,0,2.7
108,서울,2018-02-13,-.8,,2.7
108,서울,2018-02-14,3.5,,2.6
108,서울,2018-02-15,-.7,,2.5
108,서울,2018-02-16,-1.1,,2.1
108,서울,2018-02-17,-3,,2.9
108,서울,2018-02-18,-.4,,1.3
108,서울,2018-02-19,1.8,,1.5
108,서울,2018-02-20,.9,,2.5
108,서울,2018-02-21,-.9,,2.3
108,서울,2018-02-22,1.3,.4,2.2
108,서울,2018-02-23,4.2,3.7,1.9
108,서울,2018-02-24,2.4,,2.1
108,서울,2018-02-25,1.9,,1.7
108,서울,2018-02-26,3.1,,1.4
108,서울,2018-02-27,4.2,,.9
108,서울,2018-02-28,4.6,25,2
108,서울,2018-03-01,-.2,.5,3.8
108,서울,2018-03-02,-.7,,1.5
108,서울,2018-03-03,7.9,0,1.5
108,서울,2018-03-04,9.8,11.5,1.2
108,서울,2018-03-05,5.5,3.5,2
108,서울,2018-03-06,4.5,,1.6
108,서울,2018-03-07,6.4,.5,1.8
108,서울,2018-03-08,4.6,4,1.9
108,서울,2018-03-09,4.5,,1.5
108,서울,2018-03-10,4.6,,2
108,서울,2018-03-11,6.4,,2
108,서울,2018-03-12,8,,1.4
108,서울,2018-03-13,12.4,,1.8
108,서울,2018-03-14,17,,2.3
108,서울,2018-03-15,12.4,27,2.1
108,서울,2018-03-16,7.1,,1.9
108,서울,2018-03-17,6.6,,1.5
108,서울,2018-03-18,8.2,.5,1.2
108,서울,2018-03-19,8,1,2.5
108,서울,2018-03-20,4.7,,3.4
108,서울,2018-03-21,2.1,1,1.7
108,서울,2018-03-22,4.9,,2.2
108,서울,2018-03-23,6.1,,2
108,서울,2018-03-24,7.6,,2.1
108,서울,2018-03-25,9.6,,1.7
108,서울,2018-03-26,11,,1.9
108,서울,2018-03-27,13.3,,1.6
108,서울,2018-03-28,14,,2.2
108,서울,2018-03-29,15.4,,1.6
108,서울,2018-03-30,14.8,,1.7
108,서울,2018-03-31,14,,1.9
108,서울,2018-04-01,15.6,,1.5
108,서울,2018-04-02,18.4,,1.9
108,서울,2018-04-03,17.8,.1,2.1
108,서울,2018-04-04,13.4,18.5,1.9
108,서울,2018-04-05,7.6,10.5,2
108,서울,2018-04-06,5.8,6.5,3.1
108,서울,2018-04-07,4.2,.2,4.1
108,서울,2018-04-08,3.9,3,1.8
108,서울,2018-04-09,7.9,,1.1
108,서울,2018-04-10,15.1,5,3.5
108,서울,2018-04-11,12.6,,3
108,서울,2018-04-12,13.3,,2.6
108,서울,2018-04-13,14.6,,1.3
108,서울,2018-04-14,9,9,1.8
108,서울,2018-04-15,9.5,,2.4
108,서울,2018-04-16,11.6,,1.6
108,서울,2018-04-17,12.9,,1.9
108,서울,2018-04-18,12.4,,1.9
108,서울,2018-04-19,14,,1.9
108,서울,2018-04-20,18.4,,1.3
108,서울,2018-04-21,18.7,,1.9
108,서울,2018-04-22,15.5,15.5,1.1
108,서울,2018-04-23,9.3,59,2.2
108,서울,2018-04-24,12.1,3,1.4
108,서울,2018-04-25,14.6,,1.5
108,서울,2018-04-26,14.9,,2.1
108,서울,2018-04-27,15.7,,1.7
108,서울,2018-04-28,15.4,,2
108,서울,2018-04-29,16.2,,1.9
108,서울,2018-04-30,19.2,,1.6
108,서울,2018-05-01,20.4,0,1.5
108,서울,2018-05-02,15.1,12,1.9
108,서울,2018-05-03,11.2,1,2.7
108,서울,2018-05-04,14.1,,2.7
108,서울,2018-05-05,18.3,,2.6
108,서울,2018-05-06,16.6,22,1.1
108,서울,2018-05-07,19.2,,1.2
108,서울,2018-05-08,17.5,,1.7
108,서울,2018-05-09,15.7,,1.7
108,서울,2018-05-10,15.4,,2.3
108,서울,2018-05-11,16.1,,1.8
108,서울,2018-05-12,14.2,32,.9
108,서울,2018-05-13,15.8,.5,1.9
108,서울,2018-05-14,18.2,,1.4
108,서울,2018-05-15,23.2,0,1.1
108,서울,2018-05-16,22.3,45,1.9
108,서울,2018-05-17,20.9,83,1.4
108,서울,2018-05-18,16.3,6.5,1.3
108,서울,2018-05-19,17.6,,1.5
108,서울,2018-05-20,17,,1.4
108,서울,2018-05-21,17.8,,1.4
108,서울,2018-05-22,18.1,12.5,1.1
108,서울,2018-05-23,17.3,6.5,2.5
108,서울,2018-05-24,18.3,,2.2
108,서울,2018-05-25,19.7,,1.8
108,서울,2018-05-26,21.8,,1.4
108,서울,2018-05-27,20.3,,1.7
108,서울,2018-05-28,22.3,,1.6
108,서울,2018-05-29,21.4,1,1.8
108,서울,2018-05-30,20.2,0,1.9
108,서울,2018-05-31,20.9,,1.9
108,서울,2018-06-01,23.8,,1.9
108,서울,2018-06-02,23.4,,2
108,서울,2018-06-03,24,,1.6
108,서울,2018-06-04,22.6,,1.9
108,서울,2018-06-05,23.7,,1.7
108,서울,2018-06-06,23,,2
108,서울,2018-06-07,22.2,,2
108,서울,2018-06-08,21.9,,2.1
108,서울,2018-06-09,23.7,.5,1.4
108,서울,2018-06-10,21.3,.5,1.4
108,서울,2018-06-11,20.2,5,1.4
108,서울,2018-06-12,21.3,0,1.7
108,서울,2018-06-13,22,0,1.5
108,서울,2018-06-14,21.6,29,1.1
108,서울,2018-06-15,21.7,16.5,1.4
108,서울,2018-06-16,22.5,,1.4
108,서울,2018-06-17,22.8,,1.3
108,서울,2018-06-18,24.8,,1.5
108,서울,2018-06-19,22.4,,1.8
108,서울,2018-06-20,22.7,,2.3
108,서울,2018-06-21,23.7,,2.2
108,서울,2018-06-22,25,,1.8
108,서울,2018-06-23,24.5,,2
108,서울,2018-06-24,25.2,,1.9
108,서울,2018-06-25,27.1,,1.2
108,서울,2018-06-26,22.3,71.5,2.4
108,서울,2018-06-27,22.3,1,2
108,서울,2018-06-28,23.3,26.5,1.1
108,서울,2018-06-29,24.7,6.5,1.5
108,서울,2018-06-30,24.4,14.5,.9
108,서울,2018-07-01,21.9,83.5,.8
108,서울,2018-07-02,22.6,59.5,.7
108,서울,2018-07-03,27.4,.1,.8
108,서울,2018-07-04,27.3,,1.7
108,서울,2018-07-05,25.3,.5,1.2
108,서울,2018-07-06,23.9,,1.8
108,서울,2018-07-07,23.7,,1.6
108,서울,2018-07-08,23.3,,1.5
108,서울,2018-07-09,20.8,14,1.1
108,서울,2018-07-10,23.7,16.5,.7
108,서울,2018-07-11,26.8,3,1.3
108,서울,2018-07-12,26.6,1,1.5
108,서울,2018-07-13,27.3,,1.8
108,서울,2018-07-14,27.9,0,1.9
108,서울,2018-07-15,28.3,,1.6
108,서울,2018-07-16,28.7,,1.7
108,서울,2018-07-17,28.1,,1.7
108,서울,2018-07-18,28.2,,1.6
108,서울,2018-07-19,28.7,,1.6
108,서울,2018-07-20,29.5,,1.5
108,서울,2018-07-21,30.6,,1.5
108,서울,2018-07-22,31.8,,1.4
108,서울,2018-07-23,31.7,,1.8
108,서울,2018-07-24,31.4,,1.6
108,서울,2018-07-25,30.1,,2.4
108,서울,2018-07-26,30.1,,1.5
108,서울,2018-07-27,30.9,,1.9
108,서울,2018-07-28,29.5,7.5,1.2
108,서울,2018-07-29,31.3,,1.2
108,서울,2018-07-30,31.7,,1.2
108,서울,2018-07-31,32.6,,1.5
108,서울,2018-08-01,33.6,,1.7
108,서울,2018-08-02,33.7,,1.6
108,서울,2018-08-03,33.1,,1.9
108,서울,2018-08-04,31.1,,2.4
108,서울,2018-08-05,30,2,2.6
108,서울,2018-08-06,30.5,6.5,1.6
108,서울,2018-08-07,30.5,,1.5
108,서울,2018-08-08,31,,2.1
108,서울,2018-08-09,28.8,2,1.5
108,서울,2018-08-10,30.7,,1.4
108,서울,2018-08-11,31,,1.5
108,서울,2018-08-12,30.6,5,1.5
108,서울,2018-08-13,30.5,1,1.4
108,서울,2018-08-14,31.7,,1.3
108,서울,2018-08-15,31.7,1,1.2
108,서울,2018-08-16,29.9,,1.7
108,서울,2018-08-17,27.2,,1.8
108,서울,2018-08-18,26.7,,1.4
108,서울,2018-08-19,28.2,,1.2
108,서울,2018-08-20,29.1,0,2
108,서울,2018-08-21,26.6,5,2.5
108,서울,2018-08-22,30.7,,1.1
108,서울,2018-08-23,29.4,3,1.7
108,서울,2018-08-24,24.4,7.5,2.5
108,서울,2018-08-25,25.2,,2.6
108,서울,2018-08-26,23.2,2,1.2
108,서울,2018-08-27,22.7,19.5,.8
108,서울,2018-08-28,23.7,96.5,.9
108,서울,2018-08-29,25.2,42,2.4
108,서울,2018-08-30,25.3,9.5,1.8
108,서울,2018-08-31,25.6,.1,1.6
108,서울,2018-09-01,25.5,,1.3
108,서울,2018-09-02,25.1,,1.5
108,서울,2018-09-03,23.3,34.5,1
108,서울,2018-09-04,23.2,,2.2
108,서울,2018-09-05,24,,2.5
108,서울,2018-09-06,24.1,1,2
108,서울,2018-09-07,22,.5,2.5
108,서울,2018-09-08,21.7,,1.7
108,서울,2018-09-09,22.2,,1.2
108,서울,2018-09-10,22.9,,1.6
108,서울,2018-09-11,21.6,,1.5
108,서울,2018-09-12,22.8,,1.4
108,서울,2018-09-13,23.5,,1.2
108,서울,2018-09-14,23.5,.5,1.3
108,서울,2018-09-15,23.3,.2,1
108,서울,2018-09-16,22.2,2,1.7
108,서울,2018-09-17,22.3,.1,1.9
108,서울,2018-09-18,22,,1.2
108,서울,2018-09-19,22.1,.2,1
108,서울,2018-09-20,19,5,1.8
108,서울,2018-09-21,19.4,18,1.3
108,서울,2018-09-22,20.8,6.5,1.8
108,서울,2018-09-23,19.4,0,1.6
108,서울,2018-09-24,17.6,,2.1
108,서울,2018-09-25,17.8,,1.1
108,서울,2018-09-26,19.4,,1.7
108,서울,2018-09-27,18.9,,1.3
108,서울,2018-09-28,17.5,,1.2
108,서울,2018-09-29,20.2,,1
108,서울,2018-09-30,17.6,,2.3
108,서울,2018-10-01,15.4,0,2.9
108,서울,2018-10-02,15.9,,1.6
108,서울,2018-10-03,17.3,,1.3
108,서울,2018-10-04,19.3,,1.3
108,서울,2018-10-05,16.9,36.5,1.7
108,서울,2018-10-06,18,55.5,2.2
108,서울,2018-10-07,16.4,,1.7
108,서울,2018-10-08,14.8,,1.1
108,서울,2018-10-09,15.3,0,1.1
108,서울,2018-10-10,12,7,2.5
108,서울,2018-10-11,9.7,,2.1
108,서울,2018-10-12,10.9,,1.3
108,서울,2018-10-13,12.5,,1
108,서울,2018-10-14,13.2,,1.5
108,서울,2018-10-15,15.2,,1.4
108,서울,2018-10-16,14.5,,1.3
108,서울,2018-10-17,12.4,,1.3
108,서울,2018-10-18,12.7,,1.1
108,서울,2018-10-19,13.1,,1.4
108,서울,2018-10-20,13.4,,1.2
108,서울,2018-10-21,13.4,,1.1
108,서울,2018-10-22,14,,1
108,서울,2018-10-23,12.2,5,1.1
108,서울,2018-10-24,12.5,,1.3
108,서울,2018-10-25,13.8,,.9
108,서울,2018-10-26,12.2,11,1.6
108,서울,2018-10-27,8.7,,3.2
108,서울,2018-10-28,8.3,5.5,1.5
108,서울,2018-10-29,7.2,0,2
108,서울,2018-10-30,6.1,0,1.6
108,서울,2018-10-31,7.4,0,1.6
108,서울,2018-11-01,8.4,,1.3
108,서울,2018-11-02,10.6,,1.1
108,서울,2018-11-03,11.2,,1.3
108,서울,2018-11-04,11.6,,1.3
108,서울,2018-11-05,11.9,,1.1
108,서울,2018-11-06,12.2,,.9
108,서울,2018-11-07,12.8,2,1.1
108,서울,2018-11-08,11.8,64,1.8
108,서울,2018-11-09,12.1,1,3.1
108,서울,2018-11-10,11.9,0,1.4
108,서울,2018-11-11,8.1,0,1.1
108,서울,2018-11-12,8.1,,1.2
108,서울,2018-11-13,8.8,,1.1
108,서울,2018-11-14,9.8,,1.1
108,서울,2018-11-15,9.7,,1
108,서울,2018-11-16,8.8,,1.7
108,서울,2018-11-17,4.9,,1.4
108,서울,2018-11-18,6.1,,1.1
108,서울,2018-11-19,6.5,,1.4
108,서울,2018-11-20,6.5,.2,1.8
108,서울,2018-11-21,5.8,1,1.2
108,서울,2018-11-22,2.3,,2.4
108,서울,2018-11-23,1.9,,1.4
108,서울,2018-11-24,2.6,10.9,1.8
108,서울,2018-11-25,4.8,,1
108,서울,2018-11-26,6.3,,1
108,서울,2018-11-27,7.1,,1.5
108,서울,2018-11-28,5,,1.6
108,서울,2018-11-29,3.5,0,1.3
108,서울,2018-11-30,2.7,,1.4
108,서울,2018-12-01,5.5,,1
108,서울,2018-12-02,8.2,,1.3
108,서울,2018-12-03,11.5,9.5,1.4
108,서울,2018-12-04,6.7,5,2.7
108,서울,2018-12-05,0,,1.5
108,서울,2018-12-06,2.4,0,2.3
108,서울,2018-12-07,-7.3,,3.8
108,서울,2018-12-08,-8.3,,2.6
108,서울,2018-12-09,-7.2,,1.5
108,서울,2018-12-10,-2.5,,.9
108,서울,2018-12-11,.2,,1.2
108,서울,2018-12-12,-1.9,,2.2
108,서울,2018-12-13,-2.2,1.3,2
108,서울,2018-12-14,-4.4,,1.7
108,서울,2018-12-15,-2.4,,1
108,서울,2018-12-16,0,.3,.9
108,서울,2018-12-17,1.6,.3,1.8
108,서울,2018-12-18,2.6,,1.4
108,서울,2018-12-19,4,,1.4
108,서울,2018-12-20,3.4,,.9
108,서울,2018-12-21,5.6,,1.1
108,서울,2018-12-22,6.9,,1.5
108,서울,2018-12-23,2.4,,2.9
108,서울,2018-12-24,-2.3,,1.6
108,서울,2018-12-25,.6,,1.2
108,서울,2018-12-26,-1.5,,2.8
108,서울,2018-12-27,-10.1,,3.5
108,서울,2018-12-28,-10.5,,2.5
108,서울,2018-12-29,-7.6,,2.9
108,서울,2018-12-30,-6.8,,1.2
108,서울,2018-12-31,-5.4,,1.2
108,서울,2019-01-01,-5,,2.1
108,서울,2019-01-02,-4.9,,1.7
108,서울,2019-01-03,-3.5,,1.4
108,서울,2019-01-04,-1.1,,1.2
108,서울,2019-01-05,-2.8,,2.2
108,서울,2019-01-06,-2.8,,1.2
108,서울,2019-01-07,-1.9,,1.4
108,서울,2019-01-08,-3.5,,2.6
108,서울,2019-01-09,-4.7,,1.3
108,서울,2019-01-10,-.6,,1.3
108,서울,2019-01-11,2.4,,1
108,서울,2019-01-12,2.8,,1.3
108,서울,2019-01-13,1.2,,1.4
108,서울,2019-01-14,1.4,,.9
108,서울,2019-01-15,-1.7,0,2.7
108,서울,2019-01-16,-5.2,0,2.3
108,서울,2019-01-17,-.3,0,1.7
108,서울,2019-01-18,.6,,1.3
108,서울,2019-01-19,3.6,,1.2
108,서울,2019-01-20,-1.4,,3.2
108,서울,2019-01-21,-1.2,0,1.6
108,서울,2019-01-22,1.7,,1.7
108,서울,2019-01-23,2,,2.3
108,서울,2019-01-24,.1,,1.7
108,서울,2019-01-25,-1.2,,2.6
108,서울,2019-01-26,-2.5,,2.4
108,서울,2019-01-27,-.1,,1.7
108,서울,2019-01-28,1.2,0,3.1
108,서울,2019-01-29,-.2,,1.5
108,서울,2019-01-30,1.8,,1.5
108,서울,2019-01-31,-2,,2.9
108,서울,2019-02-01,-2.1,.3,1.7
108,서울,2019-02-02,1.4,0,1
108,서울,2019-02-03,3.3,16,1.7
108,서울,2019-02-04,-.6,,2.1
108,서울,2019-02-05,2.8,,1
108,서울,2019-02-06,5.1,,1.3
108,서울,2019-02-07,-2.1,.5,3.5
108,서울,2019-02-08,-6.1,,2.3
108,서울,2019-02-09,-5.4,,2.7
108,서울,2019-02-10,-5,,1.7
108,서울,2019-02-11,-3,,2.3
108,서울,2019-02-12,-.6,0,1.9
108,서울,2019-02-13,-2.1,,2.4
108,서울,2019-02-14,-.5,,1.4
108,서울,2019-02-15,-.8,2.2,1.9
108,서울,2019-02-16,-2.7,.2,2.6
108,서울,2019-02-17,-1.8,,1.9
108,서울,2019-02-18,.9,,1.3
108,서울,2019-02-19,1.4,4.6,1.4
108,서울,2019-02-20,1.7,0,2.1
108,서울,2019-02-21,2.4,,1.5
108,서울,2019-02-22,4,,1.5
108,서울,2019-02-23,6.8,,1.1
108,서울,2019-02-24,6.3,,1.8
108,서울,2019-02-25,4.7,,2.3
108,서울,2019-02-26,5.2,,1.6
108,서울,2019-02-27,7.8,,1.6
108,서울,2019-02-28,6.6,,2
108,서울,2019-03-01,6.6,,2.1
108,서울,2019-03-02,7.8,,1.1
108,서울,2019-03-03,9.4,,1.5
108,서울,2019-03-04,9.9,,1.9
108,서울,2019-03-05,8.4,,2
108,서울,2019-03-06,8.4,,2
108,서울,2019-03-07,7,,2.2
108,서울,2019-03-08,6.1,,1.9
108,서울,2019-03-09,7.2,,1.3
108,서울,2019-03-10,10.1,,1.2
108,서울,2019-03-11,6.6,0,1.8
108,서울,2019-03-12,3.9,0,2.7
108,서울,2019-03-13,3.5,0,3.3
108,서울,2019-03-14,5,0,1.9
108,서울,2019-03-15,5.5,3.5,1.6
108,서울,2019-03-16,4.3,,1.8
108,서울,2019-03-17,6.3,,2
108,서울,2019-03-18,7.1,,1.4
108,서울,2019-03-19,10,,1.4
108,서울,2019-03-20,10.3,16.5,1.4
108,서울,2019-03-21,7.1,3.3,2.9
108,서울,2019-03-22,3.3,,2.8
108,서울,2019-03-23,3.3,1.7,2.4
108,서울,2019-03-24,4.3,,2.3
108,서울,2019-03-25,7.3,,2
108,서울,2019-03-26,11.4,,2
108,서울,2019-03-27,11.6,,3
108,서울,2019-03-28,9.4,,2.6
108,서울,2019-03-29,9.2,,2.1
108,서울,2019-03-30,5.2,1.8,2.9
108,서울,2019-03-31,4.4,0,3.2
108,서울,2019-04-01,5.5,,2.5
108,서울,2019-04-02,6.7,,2.2
108,서울,2019-04-03,7.6,,2.3
108,서울,2019-04-04,9.2,,2.5
108,서울,2019-04-05,11.4,0,2.9
108,서울,2019-04-06,9.3,.8,1.1
108,서울,2019-04-07,12.6,,1.7
108,서울,2019-04-08,11.6,,2.5
108,서울,2019-04-09,9.2,17.4,2.4
108,서울,2019-04-10,7.1,5.6,1.8
108,서울,2019-04-11,9.5,,1.9
108,서울,2019-04-12,11.4,,2.2
108,서울,2019-04-13,11.8,,1.8
108,서울,2019-04-14,9.6,1.7,2.2
108,서울,2019-04-15,11.6,,1.8
108,서울,2019-04-16,14.9,,1.6
108,서울,2019-04-17,15.3,,1.9
108,서울,2019-04-18,12.6,0,2
108,서울,2019-04-19,13.8,,1.6
108,서울,2019-04-20,14.3,1.2,1.9
108,서울,2019-04-21,14.8,.3,1.9
108,서울,2019-04-22,19.3,,1.4
108,서울,2019-04-23,20.4,0,1.3
108,서울,2019-04-24,19.5,4.1,1.6
108,서울,2019-04-25,13.2,11.3,2
108,서울,2019-04-26,8.4,4.9,1.5
108,서울,2019-04-27,11.6,,1.7
108,서울,2019-04-28,12.9,0,1.6
108,서울,2019-04-29,13,,.9
108,서울,2019-04-30,15.5,,1.6
108,서울,2019-05-01,16.4,,2.3
108,서울,2019-05-02,17.1,,2.3
108,서울,2019-05-03,17.9,,1.6
108,서울,2019-05-04,19.5,,1.7
108,서울,2019-05-05,19.2,,2.2
108,서울,2019-05-06,14.5,0,3.1
108,서울,2019-05-07,15,,2.3
108,서울,2019-05-08,15.6,,2.3
108,서울,2019-05-09,16.6,,2.2
108,서울,2019-05-10,17.8,,1.9
108,서울,2019-05-11,20.3,,1.8
108,서울,2019-05-12,21.6,,1.5
108,서울,2019-05-13,18.7,0,1.6
108,서울,2019-05-14,19.6,,1.6
108,서울,2019-05-15,20.7,,1.7
108,서울,2019-05-16,23.5,,1.5
108,서울,2019-05-17,23.6,,1.2
108,서울,2019-05-18,22.8,0,2.1
108,서울,2019-05-19,19.4,22,1.2
108,서울,2019-05-20,16.4,8.7,3.4
108,서울,2019-05-21,17.2,,2.9
108,서울,2019-05-22,19.5,,2.4
108,서울,2019-05-23,22.1,,1.7
108,서울,2019-05-24,24.2,,1.7
108,서울,2019-05-25,23.4,,1.6
108,서울,2019-05-26,24.5,,1.8
108,서울,2019-05-27,17.8,7.1,2.4
108,서울,2019-05-28,18.1,,2.6
108,서울,2019-05-29,20.3,,2
108,서울,2019-05-30,19.6,0,2.4
